Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year
Reunion,2,8,16-Nov,Life Is a Rock (But the Radio Rolled Me),9-Nov,1974
Gordon Lightfoot,2,10,9-Nov,Carefree Highway,9-Nov,1974
Billy Swan,6,1,23-Nov,I Can Help,16-Nov,1974
Neil Diamond,3,5,23-Nov,Longfellow Serenade,16-Nov,1974
Carl Carlton,3,6,23-Nov,Everlasting Love,16-Nov,1974
Carl Douglas,8,1,7-Dec,Kung Fu Fighting,23-Nov,1974
Harry Chapin,6,1,21-Dec,Cat's in the Cradle,23-Nov,1974
The Three Degrees,6,2,14-Dec,When Will I See You Again,23-Nov,1974
Helen Reddy,6,1,28-Dec,Angie Baby,30-Nov,1974
Al Green,3,7,21-Dec,Sha-La-La (Make Me Happy),7-Dec,1974
Barry White,7,2,4-Jan,"You're the First, the Last, My Everything",7-Dec,1975
Elton John,6,1,4-Jan,Lucy in the Sky with Diamonds,14-Dec,1975
Paul McCartney and Wings,6,3,11-Jan,Junior's Farm,14-Dec,1975
Neil Sedaka,7,1,1-Feb,Laughter in the Rain,28-Dec,1975
Stevie Wonder,8,3,1-Feb,Boogie On Reggae Woman,28-Dec,1975
Ringo Starr,3,6,11-Jan,Only You,28-Dec,1975
Barry Manilow,5,1,18-Jan,Mandy,4-Jan,1975
The Carpenters,5,1,25-Jan,Please Mr. Postman,4-Jan,1975
Paul Anka and Odia Coates,3,7,25-Jan,One Man Woman/One Woman Man,11-Jan,1975
Donny and Marie Osmond,3,8,25-Jan,Morning Side of the Mountain,18-Jan,1975
Gloria Gaynor,2,9,25-Jan,Never Can Say Goodbye,18-Jan,1975
Ohio Players,4,1,8-Feb,Fire,25-Jan,1975
Linda Ronstadt,5,1,15-Feb,You're No Good,25-Jan,1975
Average White Band,7,1,22-Feb,Pick Up the Pieces,25-Jan,1975
Eagles,6,1,1-Mar,Best of My Love,1-Feb,1975
Grand Funk Railroad,5,3,22-Feb,Some Kind of Wonderful,1-Feb,1975
The Doobie Brothers,7,1,15-Mar,Black Water,8-Feb,1975
America,6,5,8-Mar,Lonely People,8-Feb,1975
Disco-Tex and the Sex-O-Lettes,1,10,8-Feb,Get Dancin',8-Feb,1975
Frankie Valli,8,1,22-Mar,My Eyes Adored You,15-Feb,1975
John Lennon,2,9,22-Feb,#9 Dream,15-Feb,1975
Olivia Newton-John,7,1,8-Mar,Have You Never Been Mellow,22-Feb,1975
Carole King,2,9,1-Mar,Nightingale,22-Feb,1975
Labelle,7,1,29-Mar,Lady Marmalade,1-Mar,1975
Styx,3,6,8-Mar,Lady,1-Mar,1975
Minnie Riperton,8,1,5-Apr,Lovin' You,8-Mar,1975
Electric Light Orchestra,2,9,15-Mar,Can't Get It Out of My Head,8-Mar,1975
B. T. Express,5,4,29-Mar,Express,15-Mar,1975
Sugarloaf,3,9,29-Mar,"Don't Call Us, We'll Call You",15-Mar,1975
Ringo Starr,5,3,5-Apr,"No No Song"" / ""Snookeroo",22-Mar,1975
Joe Cocker,3,5,29-Mar,You Are So Beautiful,22-Mar,1975
Phoebe Snow,4,5,12-Apr,Poetry Man,22-Mar,1975
The Elton John Band,9,1,12-Apr,Philadelphia Freedom,29-Mar,1975
B. J. Thomas,7,1,26-Apr,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,5-Apr,1975
Sammy Johns,4,5,3-May,Chevy Van,12-Apr,1975
Barry White,3,8,19-Apr,What Am I Gonna Do with You,12-Apr,1975
Rufus featuring Chaka Khan,1,10,12-Apr,Once You Get Started,12-Apr,1975
Tony Orlando and Dawn,6,1,3-May,He Don't Love You (Like I Love You),19-Apr,1975
Freddy Fender,8,1,31-May,Before the Next Teardrop Falls,19-Apr,1975
Ben E. King,2,5,26-Apr,Supernatural Thing (Part 1),19-Apr,1975
Hot Chocolate,2,8,26-Apr,Emma,19-Apr,1975
The Blackbyrds,4,6,10-May,Walking in Rhythm,26-Apr,1975
"Earth, Wind & Fire",5,1,24-May,Shining Star,3-May,1975
The Ozark Mountain Daredevils,4,3,17-May,Jackie Blue,3-May,1975
The Carpenters,5,4,24-May,Only Yesterday,3-May,1975
Leo Sayer,2,9,3-May,Long Tall Glasses,3-May,1975
Paul Anka and Odia Coates,4,8,24-May,I Don't Like to Sleep Alone,10-May,1975
John Denver,5,1,7-Jun,Thank God I'm a Country Boy,17-May,1975
Ace,4,3,31-May,How Long,17-May,1975
Grand Funk Railroad,4,4,7-Jun,Bad Time,24-May,1975
Chicago,4,5,7-Jun,Old Days,24-May,1975
America,4,1,14-Jun,Sister Golden Hair,31-May,1975
Linda Ronstadt,7,2,21-Jun,When Will I Be Loved,31-May,1975
Jessi Colter,5,4,21-Jun,I'm Not Lisa,7-Jun,1975
Major Harris,5,5,21-Jun,Love Won't Let Me Wait,7-Jun,1975
Captain & Tennille,6,1,21-Jun,Love Will Keep Us Together,14-Jun,1975
Joe Simon,3,8,21-Jun,"Get Down, Get Down (Get on the Floor)",14-Jun,1975
Paul McCartney and Wings,7,1,19-Jul,Listen to What the Man Said,21-Jun,1975
Van McCoy & the Soul City Symphony,7,1,26-Jul,The Hustle,21-Jun,1975
Michael Martin Murphey,4,3,21-Jun,Wildfire,21-Jun,1975
Average White Band,2,10,21-Jun,Cut the Cake,21-Jun,1975
Pilot,4,5,12-Jul,Magic,28-Jun,1975
Eagles,10,1,2-Aug,One of These Nights,5-Jul,1975
Olivia Newton-John,8,3,9-Aug,Please Mr. Please,5-Jul,1975
10cc,5,2,26-Jul,I'm Not in Love,12-Jul,1975
Frankie Valli,3,6,26-Jul,Swearin' to God,12-Jul,1975
Bee Gees,8,1,9-Aug,Jive Talkin',19-Jul,1975
Gwen McCrae,3,9,2-Aug,Rockin' Chair,19-Jul,1975
Elton John,6,4,16-Aug,Someone Saved My Life Tonight,26-Jul,1975
Melissa Manchester,4,6,9-Aug,Midnight Blue,26-Jul,1975
Bazuka,1,10,2-Aug,Dynomite,2-Aug,1975
Glen Campbell,9,1,6-Sep,Rhinestone Cowboy,9-Aug,1975
James Taylor,5,5,30-Aug,How Sweet It Is (To Be Loved by You),9-Aug,1975
War,4,6,23-Aug,Why Can't We Be Friends?,9-Aug,1975
Mike Post,2,10,9-Aug,The Rockford Files Theme,9-Aug,1975
"Hamilton, Joe Frank & Reynolds",6,1,23-Aug,Fallin' in Love,16-Aug,1975
KC and the Sunshine Band,4,1,30-Aug,Get Down Tonight,23-Aug,1975
Janis Ian,6,3,13-Sep,At Seventeen,23-Aug,1975
The Isley Brothers,5,4,27-Sep,Fight the Power (Part 1),30-Aug,1975
David Bowie,6,1,20-Sep,Fame,6-Sep,1975
Barry Manilow,4,6,20-Sep,Could It Be Magic,6-Sep,1975
John Denver,9,1,27-Sep,"I'm Sorry"" / ""Calypso",13-Sep,1975
David Geddes,4,4,4-Oct,Run Joey Run,13-Sep,1975
Freddy Fender,3,8,27-Sep,Wasted Days and Wasted Nights,13-Sep,1975
Bad Company,2,10,20-Sep,Feel Like Makin' Love,20-Sep,1975
Sweet,5,5,18-Oct,The Ballroom Blitz,27-Sep,1975
Neil Sedaka,5,1,11-Oct,Bad Blood,4-Oct,1975
Dickie Goodman,2,4,11-Oct,Mr. Jaws,4-Oct,1975
Orleans,3,6,18-Oct,Dance with Me,4-Oct,1975
Helen Reddy,3,8,11-Oct,Ain't No Way to Treat a Lady,4-Oct,1975
Austin Roberts,2,9,11-Oct,Rocky,4-Oct,1975
Eagles,6,2,8-Nov,Lyin' Eyes,11-Oct,1975
Jefferson Starship,6,3,18-Oct,Miracles,11-Oct,1975
The Four Seasons,7,3,15-Nov,Who Loves You,18-Oct,1975
The Spinners,4,5,25-Oct,They Just Can't Stop It (Games People Play),18-Oct,1975
Morris Albert,6,6,25-Oct,Feelings,18-Oct,1975
Elton John,7,1,1-Nov,Island Girl,25-Oct,1975
Tavares,1,10,25-Oct,It Only Takes a Minute,25-Oct,1975
Linda Ronstadt,3,5,15-Nov,Heat Wave,1-Nov,1975
Natalie Cole,5,6,22-Nov,This Will Be,1-Nov,1975
Captain & Tennille,5,4,29-Nov,The Way I Want to Touch You,8-Nov,1975
KC and the Sunshine Band,9,1,22-Nov,That's the Way (I Like It),15-Nov,1975
War,4,7,29-Nov,Low Rider,15-Nov,1975
Silver Convention,7,1,29-Nov,"Fly, Robin, Fly",22-Nov,1975
The Staple Singers,7,1,27-Dec,Let's Do It Again,22-Nov,1975
Jigsaw,5,3,6-Dec,Sky High,22-Nov,1975
Bee Gees,4,7,13-Dec,Nights on Broadway,29-Nov,1975
Simon & Garfunkel,2,9,13-Dec,My Little Town,6-Dec,1975
Bay City Rollers,6,1,3-Jan,Saturday Night,6-Dec,1976
Diana Ross,7,1,24-Jan,Theme from Mahogany (Do You Know Where You're Going To),13-Dec,1976
Ohio Players,10,1,31-Jan,Love Rollercoaster,13-Dec,1976
Sweet,6,5,17-Jan,Fox on the Run,13-Dec,1976
Barry Manilow,10,1,17-Jan,I Write the Songs,20-Dec,1976
C. W. McCall,7,1,10-Jan,Convoy,27-Dec,1976
The O'Jays,6,5,24-Jan,I Love Music,27-Dec,1976
Donna Summer,7,2,7-Feb,Love to Love You Baby,10-Jan,1976
Paul Anka,5,7,7-Feb,Times of Your Life,10-Jan,1976
Hot Chocolate,8,3,7-Feb,You Sexy Thing,17-Jan,1976
David Ruffin,3,9,24-Jan,Walk Away from Love,17-Jan,1976
"Earth, Wind & Fire",4,5,7-Feb,Sing a Song,24-Jan,1976
Paul Simon,6,1,7-Feb,50 Ways to Leave Your Lover,31-Jan,1976
Rhythm Heritage,6,1,28-Feb,Theme from S.W.A.T.,7-Feb,1976
Neil Sedaka,3,8,21-Feb,Breaking Up Is Hard to Do,7-Feb,1976
The Miracles,6,1,6-Mar,Love Machine,14-Feb,1976
Electric Light Orchestra,2,10,14-Feb,Evil Woman,14-Feb,1976
Eric Carmen,6,2,6-Mar,All by Myself,21-Feb,1976
Eagles,5,4,13-Mar,Take It to the Limit,21-Feb,1976
The Four Seasons,6,1,13-Mar,"December, 1963 (Oh, What a Night)",28-Feb,1976
Gary Wright,8,2,27-Mar,Dream Weaver,28-Feb,1976
Captain & Tennille,8,3,27-Mar,Lonely Night,28-Feb,1976
Nazareth,3,8,13-Mar,Love Hurts,28-Feb,1976
Rufus featuring Chaka Khan,4,5,3-Apr,Sweet Thing,13-Mar,1976
Larry Groce,2,9,20-Mar,Junk Food Junkie,13-Mar,1976
Johnnie Taylor,8,1,3-Apr,Disco Lady,20-Mar,1976
Aerosmith,4,6,10-Apr,Dream On,20-Mar,1976
The Bellamy Brothers,7,1,1-May,Let Your Love Flow,27-Mar,1976
Maxine Nightingale,8,2,1-May,Right Back Where We Started From,27-Mar,1976
Bay City Rollers,2,9,3-Apr,Money Honey,27-Mar,1976
David Bowie,2,10,3-Apr,Golden Years,3-Apr,1976
The Sylvers,7,1,15-May,Boogie Fever,10-Apr,1976
Commodores,4,5,24-Apr,Sweet Love,10-Apr,1976
Dr. Hook,3,6,17-Apr,Only Sixteen,10-Apr,1976
Queen,3,9,24-Apr,Bohemian Rhapsody,17-Apr,1976
Peter Frampton,5,6,8-May,Show Me the Way,17-Apr,1976
John Sebastian,7,1,8-May,Welcome Back,24-Apr,1976
Elvin Bishop,6,3,22-May,Fooled Around and Fell in Love,24-Apr,1976
Diana Ross,9,1,29-May,Love Hangover,1-May,1976
Wings,11,1,22-May,Silly Love Songs,8-May,1976
Silver Convention,9,2,12-Jun,Get Up and Boogie,8-May,1976
Pratt & McClain,5,5,5-Jun,Happy Days,15-May,1976
Henry Gross,6,6,5-Jun,Shannon,15-May,1976
Dorothy Moore,8,3,12-Jun,Misty Blue,22-May,1976
Barry Manilow,2,10,22-May,Tryin' to Get the Feeling Again,22-May,1976
Hall & Oates,7,4,26-Jun,Sara Smile,29-May,1976
Captain & Tennille,7,4,10-Jul,Shop Around,5-Jun,1976
The Rolling Stones,2,10,5-Jun,Fool to Cry,5-Jun,1976
The Andrea True Connection,6,4,17-Jul,"More, More, More",12-Jun,1976
Starland Vocal Band,8,1,10-Jul,Afternoon Delight,19-Jun,1976
The Brothers Johnson,7,3,10-Jul,I'll Be Good to You,19-Jun,1976
The Manhattans,9,1,24-Jul,Kiss and Say Goodbye,26-Jun,1976
Gary Wright,7,2,31-Jul,Love Is Alive,3-Jul,1976
The Beatles,5,7,24-Jul,Got to Get You into My Life,10-Jul,1976
Starbuck,4,3,31-Jul,Moonlight Feels Right,17-Jul,1976
The Beach Boys,6,5,14-Aug,Rock and Roll Music,17-Jul,1976
Elton John & Kiki Dee,8,1,7-Aug,Don't Go Breaking My Heart,24-Jul,1976
Seals and Crofts,4,6,24-Jul,Get Closer,24-Jul,1976
John Travolta,1,10,24-Jul,Let Her In,24-Jul,1976
Wings,7,3,14-Aug,Let 'Em In,31-Jul,1976
Bee Gees,7,1,4-Sep,You Should Be Dancing,7-Aug,1976
Lou Rawls,8,2,4-Sep,You'll Never Find Another Love Like Mine,7-Aug,1976
KC and the Sunshine Band,11,1,11-Sep,"(Shake, Shake, Shake) Shake Your Booty",14-Aug,1976
England Dan & John Ford Coley,10,2,25-Sep,I'd Really Love to See You Tonight,14-Aug,1976
Vicki Sue Robinson,2,10,14-Aug,Turn the Beat Around,14-Aug,1976
Wild Cherry,10,1,18-Sep,Play That Funky Music,28-Aug,1976
Walter Murphy & the Big Apple Band,10,1,9-Oct,A Fifth of Beethoven,28-Aug,1976
George Benson,2,10,28-Aug,This Masquerade,28-Aug,1976
Boz Scaggs,8,3,9-Oct,Lowdown,4-Sep,1976
War,4,7,25-Sep,Summer,11-Sep,1976
Chicago,9,1,23-Oct,If You Leave Me Now,18-Sep,1976
Cliff Richard,5,6,25-Sep,Devil Woman,18-Sep,1976
Rick Dees & His Cast of Idiots,10,1,16-Oct,Disco Duck,25-Sep,1976
Orleans,4,5,23-Oct,Still the One,2-Oct,1976
Hall & Oates,5,7,30-Oct,She's Gone,9-Oct,1976
Steve Miller Band,5,1,6-Nov,Rock'n Me,23-Oct,1976
Bee Gees,8,3,20-Nov,Love So Right,23-Oct,1976
Gordon Lightfoot,6,2,20-Nov,The Wreck of the Edmund Fitzgerald,30-Oct,1976
Captain & Tennille,8,4,20-Nov,Muskrat Love,30-Oct,1976
Heart,2,9,6-Nov,Magic Man,30-Oct,1976
Rod Stewart,11,1,13-Nov,Tonight's the Night,6-Nov,1976
Commodores,4,7,27-Nov,Just to Be Close to You,6-Nov,1976
The Spinners,9,2,4-Dec,The Rubberband Man,13-Nov,1976
Peter Frampton,2,10,13-Nov,Do You Feel Like We Do,13-Nov,1976
Kiss,3,7,4-Dec,"Beth"" / ""Detroit Rock City",20-Nov,1976
Boston,6,5,25-Dec,More Than a Feeling,27-Nov,1976
Barry De Vorzon and Perry Botkin Jr.,4,8,11-Dec,Nadia's Theme,27-Nov,1976
Firefall,3,9,11-Dec,You Are the Woman,4-Dec,1976
England Dan & John Ford Coley,2,10,11-Dec,Nights Are Forever Without You,11-Dec,1976
Elton John,5,6,25-Dec,Sorry Seems to Be the Hardest Word,18-Dec,1976
Marilyn McCoo and Billy Davis Jr.,8,1,8-Jan,You Don't Have to Be a Star (To Be in My Show),4-Dec,1977
Leo Sayer,8,1,15-Jan,You Make Me Feel Like Dancing,11-Dec,1977
Stevie Wonder,8,1,22-Jan,I Wish,25-Dec,1977
Rose Royce,9,1,29-Jan,Car Wash,25-Dec,1977
Brick,8,3,29-Jan,Dazz,25-Dec,1977
Engelbert Humperdinck,5,8,22-Jan,After the Lovin',25-Dec,1977
Burton Cummings,2,10,8-Jan,Stand Tall,8-Jan,1977
The Sylvers,4,5,29-Jan,Hot Line,15-Jan,1977
Mary MacGregor,10,1,5-Feb,Torn Between Two Lovers,22-Jan,1977
Manfred Mann's Earth Band,8,1,19-Feb,Blinded by the Light,22-Jan,1977
Eagles,7,1,26-Feb,New Kid in Town,22-Jan,1977
Barbra Streisand,13,1,5-Mar,Evergreen (Love Theme from A Star Is Born),29-Jan,1977
Aerosmith,2,10,29-Jan,Walk This Way,29-Jan,1977
The Jacksons,4,6,19-Feb,Enjoy Yourself,5-Feb,1977
Kenny Nolan,7,3,12-Mar,I Like Dreamin',12-Feb,1977
Bread,2,9,19-Feb,Lost Without Your Love,12-Feb,1977
Steve Miller Band,6,2,12-Mar,Fly Like an Eagle,19-Feb,1977
Bob Seger & The Silver Bullet Band,6,4,12-Mar,Night Moves,19-Feb,1977
ABBA,8,1,9-Apr,Dancing Queen,26-Feb,1977
Barry Manilow,2,10,26-Feb,Weekend in New England,26-Feb,1977
Al Stewart,2,8,5-Mar,Year of the Cat,5-Mar,1977
Hall & Oates,6,1,26-Mar,Rich Girl,12-Mar,1977
Fleetwood Mac,2,10,12-Mar,Go Your Own Way,12-Mar,1977
David Soul,7,1,16-Apr,Don't Give Up on Us,19-Mar,1977
Thelma Houston,8,1,23-Apr,Don't Leave Me This Way,19-Mar,1977
10cc,5,5,16-Apr,The Things We Do for Love,26-Mar,1977
Glen Campbell,8,1,30-Apr,Southern Nights,2-Apr,1977
Eagles,8,1,7-May,Hotel California,2-Apr,1977
Natalie Cole,6,5,30-Apr,I've Got Love on My Mind,2-Apr,1977
Wings,1,10,2-Apr,Maybe I'm Amazed,2-Apr,1977
Atlanta Rhythm Section,6,7,30-Apr,So in to You,9-Apr,1977
Leo Sayer,7,1,14-May,When I Need You,23-Apr,1977
Jennifer Warnes,4,6,7-May,Right Time of the Night,23-Apr,1977
Stevie Wonder,8,1,21-May,Sir Duke,30-Apr,1977
William Bell,1,10,30-Apr,Tryin' to Love Two,30-Apr,1977
Climax Blues Band,6,3,21-May,Couldn't Get It Right,7-May,1977
Rose Royce,2,10,7-May,I Wanna Get Next to You,7-May,1977
KC and the Sunshine Band,6,1,11-Jun,I'm Your Boogie Man,14-May,1977
Marvin Gaye,9,1,25-Jun,Got to Give It Up,14-May,1977
Fleetwood Mac,7,1,18-Jun,Dreams,21-May,1977
Bill Conti,8,1,2-Jul,Gonna Fly Now,21-May,1977
Kenny Rogers,6,5,18-Jun,Lucille,21-May,1977
Foreigner,5,4,18-Jun,Feels Like the First Time,28-May,1977
Andrew Gold,5,7,11-Jun,Lonely Boy,28-May,1977
Alan O'Day,7,1,9-Jul,Undercover Angel,11-Jun,1977
Hot,6,6,16-Jul,Angel in Your Arms,18-Jun,1977
Shaun Cassidy,7,1,16-Jul,Da Doo Ron Ron,25-Jun,1977
Steve Miller Band,4,8,9-Jul,Jet Airliner,25-Jun,1977
Barry Manilow,5,1,23-Jul,Looks Like We Made It,2-Jul,1977
Andy Gibb,16,1,30-Jul,I Just Want to Be Your Everything,2-Jul,1977
Jimmy Buffett,5,8,23-Jul,Margaritaville,2-Jul,1977
Barbra Streisand,6,4,30-Jul,My Heart Belongs to Me,9-Jul,1977
Peter Frampton,6,2,30-Jul,I'm in You,16-Jul,1977
Peter McCann,6,5,6-Aug,Do You Wanna Make Love,16-Jul,1977
The Emotions,12,1,20-Aug,Best of My Love,23-Jul,1977
Rita Coolidge,7,2,10-Sep,(Your Love Has Lifted Me) Higher and Higher,30-Jul,1977
Pablo Cruise,5,6,20-Aug,Whatcha Gonna Do?,30-Jul,1977
Commodores,6,4,27-Aug,Easy,6-Aug,1977
Alice Cooper,3,9,13-Aug,You and Me,6-Aug,1977
Bay City Rollers,2,10,13-Aug,You Made Me Believe in Magic,13-Aug,1977
"Crosby, Stills & Nash",3,7,27-Aug,Just a Song Before I Go,20-Aug,1977
The Floaters,5,2,17-Sep,Float On,27-Aug,1977
Fleetwood Mac,6,3,24-Sep,Don't Stop,27-Aug,1977
James Taylor,4,4,10-Sep,Handy Man,27-Aug,1977
The Brothers Johnson,6,5,24-Sep,Strawberry Letter 23,27-Aug,1977
Electric Light Orchestra,5,7,24-Sep,Telephone Line,3-Sep,1977
Sanford-Townsend Band,2,9,17-Sep,Smoke from a Distant Fire,10-Sep,1977
KC and the Sunshine Band,7,2,1-Oct,Keep It Comin' Love,17-Sep,1977
John Williams & London Symphony Orchestra,1,10,17-Sep,Star Wars (Main Title),17-Sep,1977
Meco,6,1,1-Oct,Star Wars Theme/Cantina Band,24-Sep,1977
Shaun Cassidy,7,3,22-Oct,That's Rock 'n' Roll,24-Sep,1977
Foreigner,5,6,22-Oct,Cold as Ice,24-Sep,1977
Carly Simon,8,2,22-Oct,Nobody Does It Better,1-Oct,1977
Debby Boone,14,1,15-Oct,You Light Up My Life,8-Oct,1977
Heatwave,9,2,12-Nov,Boogie Nights,8-Oct,1977
Commodores,5,5,5-Nov,Brick House,8-Oct,1977
Donna Summer,5,6,12-Nov,I Feel Love,15-Oct,1977
Johnny Rivers,1,10,22-Oct,Swayin' to the Music (Slow Dancing),22-Oct,1977
Crystal Gayle,10,2,26-Nov,Don't It Make My Brown Eyes Blue,29-Oct,1977
Barry White,5,4,12-Nov,It's Ecstasy When You Lay Down Next to Me,29-Oct,1977
Chicago,6,4,3-Dec,"Baby, What a Big Surprise",5-Nov,1977
Paul Nicholas,6,6,26-Nov,Heaven on the 7th Floor,5-Nov,1977
Bee Gees,17,1,24-Dec,How Deep Is Your Love,12-Nov,1977
Rita Coolidge,6,7,26-Nov,We're All Alone,12-Nov,1977
Linda Ronstadt,8,3,17-Dec,Blue Bayou,19-Nov,1977
Linda Ronstadt,6,5,10-Dec,It's So Easy,26-Nov,1977
L.T.D.,7,4,24-Dec,(Every Time I Turn Around) Back in Love Again,3-Dec,1977
Fleetwood Mac,2,9,17-Dec,You Make Loving Fun,10-Dec,1977
Player,10,1,14-Jan,Baby Come Back,17-Dec,1978
Dolly Parton,6,3,14-Jan,Here You Come Again,17-Dec,1978
Paul Simon,6,5,28-Jan,Slip Slidin' Away,24-Dec,1978
Bob Welch,4,8,7-Jan,Sentimental Lady,24-Dec,1978
Rod Stewart,5,4,14-Jan,You're in My Heart (The Final Acclaim),7-Jan,1978
Shaun Cassidy,3,7,14-Jan,Hey Deanie,7-Jan,1978
Queen,7,4,4-Feb,We Are the Champions,14-Jan,1978
Styx,3,8,28-Jan,Come Sail Away,14-Jan,1978
Bee Gees,13,1,4-Feb,Stayin' Alive,21-Jan,1978
Randy Newman,5,2,28-Jan,Short People,21-Jan,1978
Andy Gibb,11,1,4-Mar,(Love Is) Thicker Than Water,28-Jan,1978
Billy Joel,8,3,18-Feb,Just the Way You Are,28-Jan,1978
Dan Hill,8,3,4-Mar,Sometimes When We Touch,4-Feb,1978
Samantha Sang,10,3,18-Mar,Emotion,4-Feb,1978
Chic,6,6,25-Feb,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",11-Feb,1978
Bee Gees,13,1,18-Mar,Night Fever,25-Feb,1978
Eric Clapton,11,3,1-Apr,Lay Down Sally,25-Feb,1978
Paul Davis,5,7,18-Mar,I Go Crazy,4-Mar,1978
Barry Manilow,10,3,22-Apr,Can't Smile Without You,11-Mar,1978
Yvonne Elliman,10,1,13-May,If I Can't Have You,25-Mar,1978
Jay Ferguson,3,9,1-Apr,Thunder Island,25-Mar,1978
Kansas,7,6,15-Apr,Dust in the Wind,1-Apr,1978
Raydio,4,8,15-Apr,Jack and Jill,8-Apr,1978
Roberta Flack and Donny Hathaway,8,2,13-May,The Closer I Get to You,15-Apr,1978
England Dan & John Ford Coley,2,9,15-Apr,We'll Never Have to Say Goodbye Again,15-Apr,1978
Natalie Cole,2,10,15-Apr,Our Love,15-Apr,1978
Wings,8,1,20-May,With a Little Luck,22-Apr,1978
Johnny Mathis and Deniece Williams,8,1,3-Jun,"Too Much, Too Little, Too Late",29-Apr,1978
John Travolta and Olivia Newton-John,9,1,10-Jun,You're the One That I Want,29-Apr,1978
Jefferson Starship,4,8,13-May,Count On Me,6-May,1978
Atlanta Rhythm Section,4,7,3-Jun,Imaginary Lover,13-May,1978
Andy Gibb,12,1,17-Jun,Shadow Dancing,20-May,1978
Chuck Mangione,5,4,10-Jun,Feels So Good,20-May,1978
George Benson,4,7,10-Jun,On Broadway,27-May,1978
ABBA,8,3,8-Jul,Take a Chance on Me,3-Jun,1978
Player,2,10,3-Jun,This Time I'm in It for Love,3-Jun,1978
Gerry Rafferty,9,2,24-Jun,Baker Street,10-Jun,1978
Bonnie Tyler,6,3,24-Jun,It's a Heartache,10-Jun,1978
Carly Simon,4,6,24-Jun,You Belong to Me,17-Jun,1978
Sweet,3,8,24-Jun,Love Is Like Oxygen,17-Jun,1978
The O'Jays,7,4,8-Jul,Use ta Be My Girl,24-Jun,1978
Bob Seger & The Silver Bullet Band,7,4,22-Jul,Still the Same,24-Jun,1978
Peter Brown,4,8,8-Jul,Dance With Me,24-Jun,1978
Heatwave,5,7,15-Jul,The Groove Line,1-Jul,1978
The Rolling Stones,9,1,5-Aug,Miss You,8-Jul,1978
Donna Summer,7,3,12-Aug,Last Dance,15-Jul,1978
Commodores,11,1,12-Aug,Three Times a Lady,22-Jul,1978
Frankie Valli,8,1,26-Aug,Grease,22-Jul,1978
Pablo Cruise,5,6,26-Aug,Love Will Find a Way,29-Jul,1978
Foreigner,8,3,9-Sep,Hot Blooded,5-Aug,1978
A Taste of Honey,12,1,9-Sep,Boogie Oogie Oogie,12-Aug,1978
Andy Gibb,8,5,23-Sep,An Everlasting Love,12-Aug,1978
Barry Manilow,2,8,12-Aug,Copacabana (At the Copa),12-Aug,1978
Walter Egan,4,8,26-Aug,Magnet and Steel,12-Aug,1978
Olivia Newton-John,8,3,23-Sep,Hopelessly Devoted to You,26-Aug,1978
Exile,12,1,30-Sep,Kiss You All Over,2-Sep,1978
"Evelyn ""Champagne"" King",3,9,9-Sep,Shame,2-Sep,1978
John Travolta and Olivia Newton-John,7,5,30-Sep,Summer Nights,9-Sep,1978
"Earth, Wind & Fire",2,9,16-Sep,Got to Get You into My Life,9-Sep,1978
Boston,6,4,7-Oct,Don't Look Back,16-Sep,1978
Nick Gilder,9,1,28-Oct,Hot Child in the City,23-Sep,1978
Little River Band,7,3,28-Oct,Reminiscing,23-Sep,1978
John Paul Young,5,7,14-Oct,Love Is in the Air,30-Sep,1978
Anne Murray,8,1,4-Nov,You Needed Me,7-Oct,1978
Kenny Loggins and Stevie Nicks,7,5,28-Oct,"Whenever I Call You ""Friend""",7-Oct,1978
Donna Summer,9,1,11-Nov,MacArthur Park,21-Oct,1978
Foreigner,6,2,18-Nov,Double Vision,28-Oct,1978
Ambrosia,7,3,18-Nov,How Much I Feel,28-Oct,1978
The Rolling Stones,2,8,11-Nov,Beast of Burden,4-Nov,1978
Foxy,2,9,11-Nov,Get Off,4-Nov,1978
Gino Vannelli,8,4,9-Dec,I Just Wanna Stop,11-Nov,1978
Neil Diamond and Barbra Streisand,10,1,2-Dec,You Don't Bring Me Flowers,18-Nov,1978
Captain & Tennille,2,10,18-Nov,You Never Done It Like That,18-Nov,1978
Chic,15,1,9-Dec,Le Freak,25-Nov,1978
Alicia Bridges,7,5,23-Dec,I Love the Nightlife,25-Nov,1978
Al Stewart,4,7,9-Dec,Time Passages,25-Nov,1978
Andy Gibb,6,9,16-Dec,(Our Love) Don't Throw It All Away,9-Dec,1978
Billy Joel,10,3,6-Jan,My Life,2-Dec,1979
Dr. Hook,7,6,6-Jan,Sharing the Night Together,2-Dec,1979
Bee Gees,9,1,6-Jan,Too Much Heaven,16-Dec,1979
Village People,12,2,3-Feb,Y.M.C.A.,23-Dec,1979
Toto,6,5,13-Jan,Hold the Line,23-Dec,1979
Linda Ronstadt,4,7,20-Jan,Ooh Baby Baby,6-Jan,1979
Eric Clapton,2,9,20-Jan,Promises,13-Jan,1979
Rod Stewart,12,1,10-Feb,Da Ya Think I'm Sexy?,20-Jan,1979
Olivia Newton-John,10,3,17-Feb,A Little More Love,20-Jan,1979
Hot Chocolate,4,6,10-Feb,Every 1's a Winner,27-Jan,1979
