Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year,Unique Words,Total Words
Clint Holmes,8,2,16-Jun,Playground in My Mind,2-Jun,1973,82,202
Barry White,6,3,23-Jun,I'm Gonna Love You Just a Little More Baby,2-Jun,1973,109,313
The Doobie Brothers,3,8,30-Jun,Long Train Runnin',9-Jun,1973,78,225
George Harrison,7,1,30-Jun,Give Me Love (Give Me Peace on Earth),16-Jun,1973,43,208
Billy Preston,8,1,7-Jul,Will It Go Round in Circles,16-Jun,1973,47,366
Paul Simon,7,2,7-Jul,Kodachrome,16-Jun,1973,81,121
Dr. John,4,9,30-Jun,"Right Place, Wrong Time",23-Jun,1973,94,297
Three Dog Night,6,3,28-Jul,Shambala,30-Jun,1973,44,220
Jim Croce,8,1,21-Jul,"Bad, Bad Leroy Brown",7-Jul,1973,127,333
The Carpenters,6,2,28-Jul,Yesterday Once More,7-Jul,1973,104,236
Deep Purple,5,4,28-Jul,Smoke on the Water,14-Jul,1973,102,193
Bette Midler,2,8,21-Jul,Boogie Woogie Bugle Boy,21-Jul,1973,115,359
Bloodstone,1,10,21-Jul,Natural High,21-Jul,1973,82,358
Maureen McGovern,6,1,4-Aug,The Morning After,28-Jul,1973,76,228
Seals and Crofts,2,6,28-Jul,Diamond Girl,28-Jul,1973,77,155
Diana Ross,8,1,18-Aug,Touch Me in the Morning,4-Aug,1973,147,355
Stories,8,1,25-Aug,Brother Louie,4-Aug,1973,76,174
Paul McCartney and Wings,7,2,11-Aug,Live and Let Die,4-Aug,1973,47,157
Marvin Gaye,13,1,8-Sep,Let's Get It On,11-Aug,1973,116,376
Charlie Daniels,3,9,11-Aug,Uneasy Rider,11-Aug,1973,361,927
Bobby (Boris) Pickett and the Crypt-Kickers,1,10,11-Aug,Monster Mash,11-Aug,1973,136,380
Helen Reddy,8,1,15-Sep,Delta Dawn,18-Aug,1973,75,270
Gilbert O'Sullivan,3,7,18-Aug,Get Down,18-Aug,1973,67,252
Chicago,2,10,18-Aug,Feelin' Stronger Every Day,18-Aug,1973,65,244
Dawn featuring Tony Orlando,6,3,15-Sep,"Say, Has Anybody Seen My Sweet Gypsy Rose",25-Aug,1973,109,224
Paul Simon,7,2,6-Oct,Loves Me Like a Rock,1-Sep,1973,59,221
Grand Funk Railroad,6,1,29-Sep,We're an American Band,8-Sep,1973,96,289
War,2,8,15-Sep,Gypsy Man,8-Sep,1973,38,104
Al Green,2,10,8-Sep,Here I Am (Come and Take Me),8-Sep,1973,107,331
Cher,8,1,6-Oct,Half-Breed,22-Sep,1973,88,233
Stevie Wonder,6,4,13-Oct,Higher Ground,22-Sep,1973,88,228
The Isley Brothers,6,6,6-Oct,That Lady,22-Sep,1973,52,138
The Allman Brothers Band,6,2,13-Oct,Ramblin' Man,29-Sep,1973,72,191
B. W. Stevenson,1,9,29-Sep,My Maria,29-Sep,1973,74,167
The Rolling Stones,7,1,20-Oct,Angie,6-Oct,1973,83,196
Eddie Kendricks,10,1,10-Nov,Keep On Truckin',6-Oct,1973,81,296
Gladys Knight & the Pips,8,1,27-Oct,Midnight Train to Georgia,13-Oct,1973,121,546
The DeFranco Family,7,3,17-Nov,Heartbeat - It's a Lovebeat,20-Oct,1973,85,247
Marie Osmond,6,5,3-Nov,Paper Roses,20-Oct,1973,60,117
Billy Preston,6,4,24-Nov,Space Race,3-Nov,1973,9999,9999
Art Garfunkel,2,9,10-Nov,All I Know,3-Nov,1973,56,165
Ringo Starr,6,1,24-Nov,Photograph,10-Nov,1973,70,245
The Carpenters,8,1,1-Dec,Top of the World,10-Nov,1973,100,284
Chicago,6,4,8-Dec,Just You 'n' Me,17-Nov,1973,62,162
Jim Croce,1,10,17-Nov,I Got a Name,17-Nov,1973,80,256
Elton John,7,2,8-Dec,Goodbye Yellow Brick Road,24-Nov,1973,107,231
Harold Melvin & the Blue Notes,3,7,8-Dec,The Love I Lost,24-Nov,1973,76,251
Charlie Rich,6,1,15-Dec,The Most Beautiful Girl,1-Dec,1973,67,210
Helen Reddy,5,3,29-Dec,Leave Me Alone (Ruby Red Dress),8-Dec,1973,91,322
Todd Rundgren,4,5,22-Dec,Hello It's Me,8-Dec,1973,76,219
Jim Croce,7,1,29-Dec,Time in a Bottle,15-Dec,1973,70,173
The Staple Singers,2,9,22-Dec,If You're Ready (Come Go with Me),15-Dec,1973,91,335
Steve Miller Band,8,1,12-Jan,The Joker,15-Dec,1974,83,354
Barry White,4,7,12-Jan,"Never, Never Gonna Give Ya Up",22-Dec,1974,108,484
Al Wilson,7,1,19-Jan,Show and Tell,29-Dec,1974,90,308
Brownsville Station,5,3,19-Jan,Smokin' in the Boys Room,29-Dec,1974,122,318
Gladys Knight & the Pips,6,4,19-Jan,I've Got to Use My Imagination,5-Jan,1974,89,399
Stevie Wonder,3,8,12-Jan,Living for the City,5-Jan,1974,162,330
Ringo Starr,7,1,26-Jan,You're Sixteen,12-Jan,1974,57,197
Olivia Newton-John,7,6,9-Feb,Let Me Be There,12-Jan,1974,66,177
Paul McCartney & Wings,1,10,12-Jan,Helen Wheels,12-Jan,1974,121,254
Barbra Streisand,9,1,2-Feb,The Way We Were,19-Jan,1974,62,102
The Love Unlimited Orchestra,7,1,9-Feb,Love's Theme,19-Jan,1974,9999,9999
Byron MacGregor,4,4,9-Feb,The Americans,26-Jan,1974,316,720
Aretha Franklin,6,3,23-Feb,Until You Come Back to Me (That's What I'm Gonna Do),2-Feb,1974,98,366
Jim Stafford,7,3,2-Mar,Spiders & Snakes,2-Feb,1974,108,294
Kool & the Gang,7,4,9-Mar,Jungle Boogie,9-Feb,1974,33,257
Eddie Kendricks,6,2,9-Mar,Boogie Down,16-Feb,1974,70,248
David Essex,5,5,9-Mar,Rock On,16-Feb,1974,57,190
Terry Jacks,8,1,2-Mar,Seasons in the Sun,23-Feb,1974,118,393
Cher,6,1,23-Mar,Dark Lady,2-Mar,1974,141,260
The O'Jays,1,10,2-Mar,Put Your Hands Together,2-Mar,1974,84,331
John Denver,7,1,30-Mar,Sunshine on My Shoulders,9-Mar,1974,47,207
Carly Simon and James Taylor,6,5,23-Mar,Mockingbird,9-Mar,1974,67,235
Paul McCartney & Wings,3,7,30-Mar,Jet,16-Mar,1974,74,195
Blue Swede,7,1,6-Apr,Hooked on a Feeling,23-Mar,1974,79,227
Elton John,9,1,13-Apr,Bennie and the Jets,23-Mar,1974,91,278
Mocedades,2,9,23-Mar,Eres tú,23-Mar,1974,34,141
Sister Janet Mead,4,4,13-Apr,The Lord's Prayer,30-Mar,1974,44,215
Redbone,5,5,13-Apr,Come and Get Your Love,30-Mar,1974,53,387
MFSB featuring The Three Degrees,6,1,20-Apr,TSOP (The Sound of Philadelphia),6-Apr,1974,8,44
Gladys Knight & the Pips,5,3,27-Apr,Best Thing That Ever Happened to Me,6-Apr,1974,73,192
Ringo Starr,3,5,27-Apr,Oh My My,13-Apr,1974,102,380
Grand Funk Railroad,6,1,4-May,The Loco-Motion,20-Apr,1974,86,280
Jim Croce,2,9,27-Apr,I'll Have to Say I Love You in a Song,20-Apr,1974,51,180
The Jackson 5,9,2,18-May,Dancing Machine,27-Apr,1974,72,242
Bobby Womack,1,10,27-Apr,Lookin' for a Love,27-Apr,1974,69,359
Ray Stevens,8,1,18-May,The Streak,4-May,1974,196,624
Three Dog Night,4,4,25-May,The Show Must Go On,4-May,1974,81,219
Mike Oldfield,2,7,11-May,Tubular Bells,4-May,1974,21,26
The Main Ingredient,1,10,4-May,Just Don't Want to Be Lonely,4-May,1974,73,321
Marvin Hamlisch,7,3,18-May,The Entertainer,11-May,1974,95,255
Maria Muldaur,6,6,1-Jun,Midnight at the Oasis,11-May,1974,101,205
Chicago,3,9,11-May,(I've Been) Searchin' So Long,11-May,1974,80,137
Paul McCartney & Wings,7,1,8-Jun,Band on the Run,18-May,1974,104,266
The Stylistics,8,2,15-Jun,You Make Me Feel Brand New,18-May,1974,91,201
Joni Mitchell,3,7,8-Jun,Help Me,25-May,1974,85,193
Bo Donaldson and The Heywoods,7,1,15-Jun,Billy Don't Be a Hero,1-Jun,1974,107,205
Gordon Lightfoot,7,1,29-Jun,Sundown,1-Jun,1974,74,249
Cat Stevens,1,10,1-Jun,Oh Very Young,1-Jun,1974,77,180
The O'Jays,2,9,15-Jun,For the Love of Money,8-Jun,1974,107,327
William DeVaughn,3,4,29-Jun,Be Thankful for What You Got,15-Jun,1974,43,199
Olivia Newton-John,4,5,29-Jun,If You Love Me (Let Me Know),22-Jun,1974,89,230
Kool & the Gang,3,6,6-Jul,Hollywood Swinging,22-Jun,1974,74,295
The Hues Corporation,5,1,6-Jul,Rock the Boat,29-Jun,1974,86,387
George McCrae,5,1,13-Jul,Rock Your Baby,29-Jun,1974,44,138
John Denver,7,1,27-Jul,Annie's Song,29-Jun,1974,39,129
Gladys Knight & the Pips,3,5,13-Jul,On and On,6-Jul,1974,119,465
Anne Murray,3,8,13-Jul,You Won't See Me,6-Jul,1974,83,226
Elton John,5,2,27-Jul,Don't Let the Sun Go Down on Me,13-Jul,1974,96,264
The Righteous Brothers,4,3,20-Jul,Rock and Roll Heaven,13-Jul,1974,95,258
The Hollies,4,6,3-Aug,The Air That I Breathe,13-Jul,1974,58,213
Steely Dan,3,4,3-Aug,Rikki Don't Lose That Number,20-Jul,1974,84,149
Roberta Flack,6,1,10-Aug,Feel Like Makin' Love,27-Jul,1974,56,165
Dave Loggins,4,5,10-Aug,Please Come to Boston,27-Jul,1974,136,356
Chicago,4,6,10-Aug,Call on Me,27-Jul,1974,66,205
Paper Lace,6,1,17-Aug,The Night Chicago Died,3-Aug,1974,113,351
Blue Magic,3,8,10-Aug,Sideshow,3-Aug,1974,95,298
ABBA,3,6,24-Aug,Waterloo,10-Aug,1974,71,205
Rufus and Chaka Khan,6,3,24-Aug,Tell Me Something Good,10-Aug,1974,62,391
Jim Stafford,4,7,24-Aug,Wildwood Weed,10-Aug,1974,173,378
Paul Anka and Odia Coates,6,1,24-Aug,(You're) Having My Baby,17-Aug,1974,58,255
Donny and Marie Osmond,5,4,14-Sep,I'm Leaving It Up to You,17-Aug,1974,42,108
Eric Clapton,5,1,14-Sep,I Shot the Sheriff,24-Aug,1974,80,192
Andy Kim,6,1,28-Sep,Rock Me Gently,24-Aug,1974,79,283
Wet Willie,1,10,24-Aug,Keep On Smilin',24-Aug,1974,94,217
Barry White,4,1,21-Sep,"Can't Get Enough of Your Love, Babe",31-Aug,1974,120,536
Helen Reddy,3,9,7-Sep,You and Me Against the World,31-Aug,1974,79,200
Billy Preston,7,1,19-Oct,Nothing from Nothing,7-Sep,1974,59,169
Dionne Warwick & Spinners,8,1,26-Oct,Then Came You,7-Sep,1974,85,251
The Guess Who,4,6,5-Oct,Clap for the Wolfman,14-Sep,1974,130,459
Olivia Newton-John,5,1,5-Oct,I Honestly Love You,21-Sep,1974,96,194
Stevie Wonder,7,1,2-Nov,You Haven't Done Nothin',21-Sep,1974,109,299
Johnny Bristol,3,8,5-Oct,Hang On in There Baby,21-Sep,1974,126,371
The First Class,3,4,5-Oct,Beach Baby,28-Sep,1974,116,355
Cat Stevens,3,6,12-Oct,Another Saturday Night,28-Sep,1974,89,252
Lynyrd Skynyrd,4,8,26-Oct,Sweet Home Alabama,28-Sep,1974,107,228
Cheech & Chong,2,9,12-Oct,Earache My Eye,5-Oct,1974,92,154
Elton John,5,4,2-Nov,The Bitch Is Back,12-Oct,1974,85,260
Bad Company,4,5,2-Nov,Can't Get Enough,12-Oct,1974,62,302
Blue Swede,2,7,19-Oct,Never My Love,12-Oct,1974,51,109
Carole King,4,2,9-Nov,Jazzman,19-Oct,1974,85,169
Tony Orlando and Dawn,3,7,26-Oct,Steppin' Out (Gonna Boogie Tonight),19-Oct,1974,105,279
The Osmonds,2,10,19-Oct,Love Me for a Reason,19-Oct,1974,102,295
Bachman–Turner Overdrive,5,1,9-Nov,You Ain't Seen Nothin' Yet,26-Oct,1974,104,399
Mac Davis,2,9,26-Oct,Stop and Smell the Roses,26-Oct,1974,101,303
John Lennon,3,1,16-Nov,Whatever Gets You thru the Night,2-Nov,1974,46,177
America,4,4,9-Nov,Tin Man,2-Nov,1974,72,196
B. T. Express,7,2,16-Nov,Do It ('Til You're Satisfied),9-Nov,1974,57,380
Bobby Vinton,5,3,16-Nov,My Melody of Love,9-Nov,1974,71,176
John Denver,3,5,9-Nov,Back Home Again,9-Nov,1974,126,342
Reunion,2,8,16-Nov,Life Is a Rock (But the Radio Rolled Me),9-Nov,1974,296,477
Gordon Lightfoot,2,10,9-Nov,Carefree Highway,9-Nov,1974,97,264
Billy Swan,6,1,23-Nov,I Can Help,16-Nov,1974,78,246
Neil Diamond,3,5,23-Nov,Longfellow Serenade,16-Nov,1974,81,253
Carl Carlton,3,6,23-Nov,Everlasting Love,16-Nov,1974,88,217
Carl Douglas,8,1,7-Dec,Kung Fu Fighting,23-Nov,1974,94,217
Harry Chapin,6,1,21-Dec,Cat's in the Cradle,23-Nov,1974,142,476
The Three Degrees,6,2,14-Dec,When Will I See You Again,23-Nov,1974,48,192
Helen Reddy,6,1,28-Dec,Angie Baby,30-Nov,1974,159,318
Al Green,3,7,21-Dec,Sha-La-La (Make Me Happy),7-Dec,1974,66,192
Barry White,7,2,4-Jan,"You're the First, the Last, My Everything",7-Dec,1975,100,268
Elton John,6,1,4-Jan,Lucy in the Sky with Diamonds,14-Dec,1975,87,228
Paul McCartney and Wings,6,3,11-Jan,Junior's Farm,14-Dec,1975,98,349
Neil Sedaka,7,1,1-Feb,Laughter in the Rain,28-Dec,1975,67,240
Stevie Wonder,8,3,1-Feb,Boogie On Reggae Woman,28-Dec,1975,55,180
Ringo Starr,3,6,11-Jan,Only You,28-Dec,1975,44,155
Barry Manilow,5,1,18-Jan,Mandy,4-Jan,1975,88,228
The Carpenters,5,1,25-Jan,Please Mr. Postman,4-Jan,1975,87,259
Paul Anka and Odia Coates,3,7,25-Jan,One Man Woman/One Woman Man,11-Jan,1975,72,213
Donny and Marie Osmond,3,8,25-Jan,Morning Side of the Mountain,18-Jan,1975,65,202
Gloria Gaynor,2,9,25-Jan,Never Can Say Goodbye,18-Jan,1975,80,227
Ohio Players,4,1,8-Feb,Fire,25-Jan,1975,95,293
Linda Ronstadt,5,1,15-Feb,You're No Good,25-Jan,1975,68,233
Average White Band,7,1,22-Feb,Pick Up the Pieces,25-Jan,1975,8,39
Eagles,6,1,1-Mar,Best of My Love,1-Feb,1975,111,317
Grand Funk Railroad,5,3,22-Feb,Some Kind of Wonderful,1-Feb,1975,98,386
The Doobie Brothers,7,1,15-Mar,Black Water,8-Feb,1975,94,296
America,6,5,8-Mar,Lonely People,8-Feb,1975,52,126
Disco-Tex and the Sex-O-Lettes,1,10,8-Feb,Get Dancin',8-Feb,1975,29,70
Frankie Valli,8,1,22-Mar,My Eyes Adored You,15-Feb,1975,111,300
John Lennon,2,9,22-Feb,#9 Dream,15-Feb,1975,71,193
Olivia Newton-John,7,1,8-Mar,Have You Never Been Mellow,22-Feb,1975,71,168
Carole King,2,9,1-Mar,Nightingale,22-Feb,1975,107,186
Labelle,7,1,29-Mar,Lady Marmalade,1-Mar,1975,99,278
Styx,3,6,8-Mar,Lady,1-Mar,1975,59,139
Minnie Riperton,8,1,5-Apr,Lovin' You,8-Mar,1975,71,239
Electric Light Orchestra,2,9,15-Mar,Can't Get It Out of My Head,8-Mar,1975,72,236
B. T. Express,5,4,29-Mar,Express,15-Mar,1975,6,22
Sugarloaf,3,9,29-Mar,"Don't Call Us, We'll Call You",15-Mar,1975,112,255
Ringo Starr,5,3,5-Apr,"No No Song"" / ""Snookeroo",22-Mar,1975,108,295
Joe Cocker,3,5,29-Mar,You Are So Beautiful,22-Mar,1975,16,65
Phoebe Snow,4,5,12-Apr,Poetry Man,22-Mar,1975,78,164
The Elton John Band,9,1,12-Apr,Philadelphia Freedom,29-Mar,1975,101,379
B. J. Thomas,7,1,26-Apr,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,5-Apr,1975,52,227
Sammy Johns,4,5,3-May,Chevy Van,12-Apr,1975,99,291
Barry White,3,8,19-Apr,What Am I Gonna Do with You,12-Apr,1975,77,249
Rufus featuring Chaka Khan,1,10,12-Apr,Once You Get Started,12-Apr,1975,69,255
Tony Orlando and Dawn,6,1,3-May,He Don't Love You (Like I Love You),19-Apr,1975,86,219
Freddy Fender,8,1,31-May,Before the Next Teardrop Falls,19-Apr,1975,72,125
Ben E. King,2,5,26-Apr,Supernatural Thing (Part 1),19-Apr,1975,73,238
Hot Chocolate,2,8,26-Apr,Emma,19-Apr,1975,124,251
The Blackbyrds,4,6,10-May,Walking in Rhythm,26-Apr,1975,45,298
"Earth, Wind & Fire",5,1,24-May,Shining Star,3-May,1975,93,256
The Ozark Mountain Daredevils,4,3,17-May,Jackie Blue,3-May,1975,123,254
The Carpenters,5,4,24-May,Only Yesterday,3-May,1975,113,241
Leo Sayer,2,9,3-May,Long Tall Glasses,3-May,1975,127,284
Paul Anka and Odia Coates,4,8,24-May,I Don't Like to Sleep Alone,10-May,1975,76,149
John Denver,5,1,7-Jun,Thank God I'm a Country Boy,17-May,1975,148,480
Ace,4,3,31-May,How Long,17-May,1975,59,204
Grand Funk Railroad,4,4,7-Jun,Bad Time,24-May,1975,73,338
Chicago,4,5,7-Jun,Old Days,24-May,1975,65,155
America,4,1,14-Jun,Sister Golden Hair,31-May,1975,81,246
Linda Ronstadt,7,2,21-Jun,When Will I Be Loved,31-May,1975,39,109
Jessi Colter,5,4,21-Jun,I'm Not Lisa,7-Jun,1975,61,114
Major Harris,5,5,21-Jun,Love Won't Let Me Wait,7-Jun,1975,93,196
Captain & Tennille,6,1,21-Jun,Love Will Keep Us Together,14-Jun,1975,86,240
Joe Simon,3,8,21-Jun,"Get Down, Get Down (Get on the Floor)",14-Jun,1975,101,652
Paul McCartney and Wings,7,1,19-Jul,Listen to What the Man Said,21-Jun,1975,78,216
Van McCoy & the Soul City Symphony,7,1,26-Jul,The Hustle,21-Jun,1975,329,630
Michael Martin Murphey,4,3,21-Jun,Wildfire,21-Jun,1975,88,146
Average White Band,2,10,21-Jun,Cut the Cake,21-Jun,1975,59,377
Pilot,4,5,12-Jul,Magic,28-Jun,1975,38,162
Eagles,10,1,2-Aug,One of These Nights,5-Jul,1975,94,242
Olivia Newton-John,8,3,9-Aug,Please Mr. Please,5-Jul,1975,121,230
10cc,5,2,26-Jul,I'm Not in Love,12-Jul,1975,71,228
Frankie Valli,3,6,26-Jul,Swearin' to God,12-Jul,1975,113,301
Bee Gees,8,1,9-Aug,Jive Talkin',19-Jul,1975,72,249
Gwen McCrae,3,9,2-Aug,Rockin' Chair,19-Jul,1975,56,223
Elton John,6,4,16-Aug,Someone Saved My Life Tonight,26-Jul,1975,150,250
Melissa Manchester,4,6,9-Aug,Midnight Blue,26-Jul,1975,65,208
Bazuka,1,10,2-Aug,Dynomite,2-Aug,1975,1,32
Glen Campbell,9,1,6-Sep,Rhinestone Cowboy,9-Aug,1975,99,241
James Taylor,5,5,30-Aug,How Sweet It Is (To Be Loved by You),9-Aug,1975,85,290
War,4,6,23-Aug,Why Can't We Be Friends?,9-Aug,1975,79,411
Mike Post,2,10,9-Aug,The Rockford Files Theme,9-Aug,1975,9999,9999
"Hamilton, Joe Frank & Reynolds",6,1,23-Aug,Fallin' in Love,16-Aug,1975,80,252
KC and the Sunshine Band,4,1,30-Aug,Get Down Tonight,23-Aug,1975,39,214
Janis Ian,6,3,13-Sep,At Seventeen,23-Aug,1975,149,271
The Isley Brothers,5,4,27-Sep,Fight the Power (Part 1),30-Aug,1975,94,205
David Bowie,6,1,20-Sep,Fame,6-Sep,1975,81,185
Barry Manilow,4,6,20-Sep,Could It Be Magic,6-Sep,1975,67,277
John Denver,9,1,27-Sep,"I'm Sorry"" / ""Calypso",13-Sep,1975,87,228
David Geddes,4,4,4-Oct,Run Joey Run,13-Sep,1975,124,272
Freddy Fender,3,8,27-Sep,Wasted Days and Wasted Nights,13-Sep,1975,44,161
Bad Company,2,10,20-Sep,Feel Like Makin' Love,20-Sep,1975,48,249
Sweet,5,5,18-Oct,The Ballroom Blitz,27-Sep,1975,118,378
Neil Sedaka,5,1,11-Oct,Bad Blood,4-Oct,1975,104,275
Dickie Goodman,2,4,11-Oct,Mr. Jaws,4-Oct,1975,146,307
Orleans,3,6,18-Oct,Dance with Me,4-Oct,1975,55,161
Helen Reddy,3,8,11-Oct,Ain't No Way to Treat a Lady,4-Oct,1975,98,297
Austin Roberts,2,9,11-Oct,Rocky,4-Oct,1975,152,432
Eagles,6,2,8-Nov,Lyin' Eyes,11-Oct,1975,181,418
Jefferson Starship,6,3,18-Oct,Miracles,11-Oct,1975,176,768
The Four Seasons,7,3,15-Nov,Who Loves You,18-Oct,1975,66,357
The Spinners,4,5,25-Oct,They Just Can't Stop It (Games People Play),18-Oct,1975,122,376
Morris Albert,6,6,25-Oct,Feelings,18-Oct,1975,38,150
Elton John,7,1,1-Nov,Island Girl,25-Oct,1975,81,137
Tavares,1,10,25-Oct,It Only Takes a Minute,25-Oct,1975,91,285
Linda Ronstadt,3,5,15-Nov,Heat Wave,1-Nov,1975,88,217
Natalie Cole,5,6,22-Nov,This Will Be,1-Nov,1975,101,211
Captain & Tennille,5,4,29-Nov,The Way I Want to Touch You,8-Nov,1975,28,164
KC and the Sunshine Band,9,1,22-Nov,That's the Way (I Like It),15-Nov,1975,44,307
War,4,7,29-Nov,Low Rider,15-Nov,1975,36,87
Silver Convention,7,1,29-Nov,"Fly, Robin, Fly",22-Nov,1975,6,42
The Staple Singers,7,1,27-Dec,Let's Do It Again,22-Nov,1975,100,325
Jigsaw,5,3,6-Dec,Sky High,22-Nov,1975,46,201
Bee Gees,4,7,13-Dec,Nights on Broadway,29-Nov,1975,86,245
Simon & Garfunkel,2,9,13-Dec,My Little Town,6-Dec,1975,85,150
Bay City Rollers,6,1,3-Jan,Saturday Night,6-Dec,1976,58,209
Diana Ross,7,1,24-Jan,Theme from Mahogany (Do You Know Where You're Going To),13-Dec,1976,78,201
Ohio Players,10,1,31-Jan,Love Rollercoaster,13-Dec,1976,59,509
Sweet,6,5,17-Jan,Fox on the Run,13-Dec,1976,55,196
Barry Manilow,10,1,17-Jan,I Write the Songs,20-Dec,1976,81,277
C. W. McCall,7,1,10-Jan,Convoy,27-Dec,1976,254,678
The O'Jays,6,5,24-Jan,I Love Music,27-Dec,1976,86,250
Donna Summer,7,2,7-Feb,Love to Love You Baby,10-Jan,1976,44,281
Paul Anka,5,7,7-Feb,Times of Your Life,10-Jan,1976,72,179
Hot Chocolate,8,3,7-Feb,You Sexy Thing,17-Jan,1976,65,338
David Ruffin,3,9,24-Jan,Walk Away from Love,17-Jan,1976,82,363
"Earth, Wind & Fire",4,5,7-Feb,Sing a Song,24-Jan,1976,47,169
Paul Simon,6,1,7-Feb,50 Ways to Leave Your Lover,31-Jan,1976,114,360
Rhythm Heritage,6,1,28-Feb,Theme from S.W.A.T.,7-Feb,1976,9999,9999
Neil Sedaka,3,8,21-Feb,Breaking Up Is Hard to Do,7-Feb,1976,74,256
The Miracles,6,1,6-Mar,Love Machine,14-Feb,1976,97,440
Electric Light Orchestra,2,10,14-Feb,Evil Woman,14-Feb,1976,130,231
Eric Carmen,6,2,6-Mar,All by Myself,21-Feb,1976,50,184
Eagles,5,4,13-Mar,Take It to the Limit,21-Feb,1976,96,343
The Four Seasons,6,1,13-Mar,"December, 1963 (Oh, What a Night)",28-Feb,1976,79,284
Gary Wright,8,2,27-Mar,Dream Weaver,28-Feb,1976,67,151
Captain & Tennille,8,3,27-Mar,Lonely Night,28-Feb,1976,91,316
Nazareth,3,8,13-Mar,Love Hurts,28-Feb,1976,63,171
Rufus featuring Chaka Khan,4,5,3-Apr,Sweet Thing,13-Mar,1976,91,355
Larry Groce,2,9,20-Mar,Junk Food Junkie,13-Mar,1976,198,422
Johnnie Taylor,8,1,3-Apr,Disco Lady,20-Mar,1976,82,367
Aerosmith,4,6,10-Apr,Dream On,20-Mar,1976,81,268
The Bellamy Brothers,7,1,1-May,Let Your Love Flow,27-Mar,1976,87,346
Maxine Nightingale,8,2,1-May,Right Back Where We Started From,27-Mar,1976,71,366
Bay City Rollers,2,9,3-Apr,Money Honey,27-Mar,1976,64,160
David Bowie,2,10,3-Apr,Golden Years,3-Apr,1976,103,328
The Sylvers,7,1,15-May,Boogie Fever,10-Apr,1976,82,304
Commodores,4,5,24-Apr,Sweet Love,10-Apr,1976,98,270
Dr. Hook,3,6,17-Apr,Only Sixteen,10-Apr,1976,55,198
Queen,3,9,24-Apr,Bohemian Rhapsody,17-Apr,1976,156,394
Peter Frampton,5,6,8-May,Show Me the Way,17-Apr,1976,90,250
John Sebastian,7,1,8-May,Welcome Back,24-Apr,1976,71,301
Elvin Bishop,6,3,22-May,Fooled Around and Fell in Love,24-Apr,1976,83,235
Diana Ross,9,1,29-May,Love Hangover,1-May,1976,52,213
Wings,11,1,22-May,Silly Love Songs,8-May,1976,71,342
Silver Convention,9,2,12-Jun,Get Up and Boogie,8-May,1976,7,121
Pratt & McClain,5,5,5-Jun,Happy Days,15-May,1976,66,130
Henry Gross,6,6,5-Jun,Shannon,15-May,1976,83,157
Dorothy Moore,8,3,12-Jun,Misty Blue,22-May,1976,66,185
Barry Manilow,2,10,22-May,Tryin' to Get the Feeling Again,22-May,1976,95,314
Hall & Oates,7,4,26-Jun,Sara Smile,29-May,1976,66,182
Captain & Tennille,7,4,10-Jul,Shop Around,5-Jun,1976,88,180
The Rolling Stones,2,10,5-Jun,Fool to Cry,5-Jun,1976,80,315
The Andrea True Connection,6,4,17-Jul,"More, More, More",12-Jun,1976,36,247
Starland Vocal Band,8,1,10-Jul,Afternoon Delight,19-Jun,1976,102,226
The Brothers Johnson,7,3,10-Jul,I'll Be Good to You,19-Jun,1976,67,418
The Manhattans,9,1,24-Jul,Kiss and Say Goodbye,26-Jun,1976,110,352
Gary Wright,7,2,31-Jul,Love Is Alive,3-Jul,1976,71,217
The Beatles,5,7,24-Jul,Got to Get You into My Life,10-Jul,1976,75,223
Starbuck,4,3,31-Jul,Moonlight Feels Right,17-Jul,1976,106,212
The Beach Boys,6,5,14-Aug,Rock and Roll Music,17-Jul,1976,98,349
Elton John & Kiki Dee,8,1,7-Aug,Don't Go Breaking My Heart,24-Jul,1976,69,378
Seals and Crofts,4,6,24-Jul,Get Closer,24-Jul,1976,88,305
John Travolta,1,10,24-Jul,Let Her In,24-Jul,1976,65,212
Wings,7,3,14-Aug,Let 'Em In,31-Jul,1976,36,305
Bee Gees,7,1,4-Sep,You Should Be Dancing,7-Aug,1976,40,154
Lou Rawls,8,2,4-Sep,You'll Never Find Another Love Like Mine,7-Aug,1976,103,417
KC and the Sunshine Band,11,1,11-Sep,"(Shake, Shake, Shake) Shake Your Booty",14-Aug,1976,47,215
England Dan & John Ford Coley,10,2,25-Sep,I'd Really Love to See You Tonight,14-Aug,1976,92,224
Vicki Sue Robinson,2,10,14-Aug,Turn the Beat Around,14-Aug,1976,88,316
Wild Cherry,10,1,18-Sep,Play That Funky Music,28-Aug,1976,132,446
Walter Murphy & the Big Apple Band,10,1,9-Oct,A Fifth of Beethoven,28-Aug,1976,9999,9999
George Benson,2,10,28-Aug,This Masquerade,28-Aug,1976,65,171
Boz Scaggs,8,3,9-Oct,Lowdown,4-Sep,1976,118,305
War,4,7,25-Sep,Summer,11-Sep,1976,95,249
Chicago,9,1,23-Oct,If You Leave Me Now,18-Sep,1976,67,198
Cliff Richard,5,6,25-Sep,Devil Woman,18-Sep,1976,108,379
Rick Dees & His Cast of Idiots,10,1,16-Oct,Disco Duck,25-Sep,1976,87,229
Orleans,4,5,23-Oct,Still the One,2-Oct,1976,96,284
